increment,branch,stress_component,order,directions,recovery_factor,oti_derivative,fd_reference,absolute_error,relative_error,absolute_tolerance,relative_tolerance,family_scale,structural_zero_floor,judged_by,passed,justification
2,elastic,1,2,1|2,1,0.0,6.3044859524370735e-71,6.3044859524370735e-71,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,2,2,1|2,1,0.0,-4.023763653189604e-71,4.023763653189604e-71,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,3,2,1|2,1,0.0,-7.0681167028830565e-71,7.0681167028830565e-71,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,4,2,1|2,1,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,5,2,1|2,1,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,6,2,1|2,1,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,1,3,1|1|1,6,0.0,3.3234487110159296e-65,3.3234487110159296e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,2,3,1|1|1,6,0.0,3.531164255454425e-65,3.531164255454425e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,3,3,1|1|1,6,0.0,3.531164255454425e-65,3.531164255454425e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,4,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,5,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,6,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,1,3,1|1|2,2,0.0,2.713226342881744e-66,2.713226342881744e-66,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,2,3,1|1|2,2,0.0,-3.1291355716140975e-65,3.1291355716140975e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,3,3,1|1|2,2,0.0,-1.1570187600002683e-65,1.1570187600002683e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,4,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,5,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,6,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,1,4,1|1|1|1,24,0.0,2.294736883711296e-59,2.294736883711296e-59,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,2,4,1|1|1|1,24,0.0,1.9446922743316068e-61,1.9446922743316068e-61,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,3,4,1|1|1|1,24,0.0,1.9446922743316068e-61,1.9446922743316068e-61,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,4,4,1|1|1|1,24,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,5,4,1|1|1|1,24,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,6,4,1|1|1|1,24,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,1,4,1|1|2|2,4,0.0,-8.647670519469923e-60,8.647670519469923e-60,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,2,4,1|1|2|2,4,0.0,-3.3020480752089234e-60,3.3020480752089234e-60,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,3,4,1|1|2|2,4,0.0,-1.33822935354542e-60,1.33822935354542e-60,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,4,4,1|1|2|2,4,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,5,4,1|1|2|2,4,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
2,elastic,6,4,1|1|2|2,4,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
3,elastic,1,2,1|1,2,0.0,-8.54629713064271e-70,8.54629713064271e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
3,elastic,2,2,1|1,2,0.0,-1.3413724635512068e-69,1.3413724635512068e-69,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
3,elastic,3,2,1|1,2,0.0,-1.3413724635512068e-69,1.3413724635512068e-69,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
3,elastic,4,2,1|1,2,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
3,elastic,5,2,1|1,2,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
3,elastic,6,2,1|1,2,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
