increment,branch,stress_component,order,directions,direction_pattern,recovery_factor,oti_derivative,oti_normalized,reference_value,reference_normalized,reference_classification,plateau_points,plateau_step_low,plateau_step_high,plateau_absolute_uncertainty,plateau_relative_uncertainty,steps_swept,steps_admissible,steps_rejected_for_branch_crossing,branch_consistent_over_admissible_steps,zero_support_strength,source_proof_kind,structurally_invariant,affine_in_directions,affine_residual_over_rounding_floor,high_precision_value,absolute_error,relative_error,agreement_tolerance,agrees_with_reference,supports_verification,reference_justification
1,elastic,3,4,1|1|1|1,repeated,24,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,2e-05,8e-05,88316.0,2.9266967126193,9,6,3,True,strong,source_affine_branch,False,True,0.05609506603441055,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,4,4,1|1|1|1,repeated,24,0.0,0.0,0.0,0.0,expected_zero_independently_supported,6,2.5e-06,8e-05,0.0,0.0,9,6,3,True,strong,source_affine_branch,True,True,0.0,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,1,3,1|1|2,mixed,2,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,5e-06,2e-05,12.789512634277344,3.98348715852708,9,5,4,True,strong,source_affine_branch,False,True,0.0,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,2,3,1|1|2,mixed,2,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,2.5e-06,1e-05,1.9072418212890625,1.4299295291264358,9,5,4,True,strong,source_affine_branch,False,True,0.061905148811941965,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,3,3,1|1|2,mixed,2,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,5e-06,2e-05,6.128236770629883,1.403481007128879,9,5,4,True,strong,source_affine_branch,False,True,0.05609506603441055,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,4,3,1|1|2,mixed,2,0.0,0.0,0.0,0.0,expected_zero_independently_supported,5,2.5e-06,4e-05,0.0,0.0,9,5,4,True,strong,source_affine_branch,True,True,0.0,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,1,4,1|1|2|2,mixed,4,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,5e-06,2e-05,93962424.75,19.46909035322765,9,5,4,True,strong,source_affine_branch,False,True,0.0,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,2,4,1|1|2|2,mixed,4,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,2.5e-06,1e-05,906862.875,1.6105857859852521,9,5,4,True,strong,source_affine_branch,False,True,0.061905148811941965,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,3,4,1|1|2|2,mixed,4,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,5e-06,2e-05,13912882.375,3.4214442918106216,9,5,4,True,strong,source_affine_branch,False,True,0.05609506603441055,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,4,4,1|1|2|2,mixed,4,0.0,0.0,0.0,0.0,expected_zero_independently_supported,5,2.5e-06,4e-05,0.0,0.0,9,5,4,True,strong,source_affine_branch,True,True,0.0,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,1,2,1|2,mixed,1,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,1e-05,4e-05,4.868069663643837e-05,6.039341421143847,9,5,4,True,strong,source_affine_branch,False,True,0.0,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,2,2,1|2,mixed,1,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,5e-06,2e-05,7.624039426445961e-07,4.317073170731708,9,5,4,True,strong,source_affine_branch,False,True,0.061905148811941965,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,3,2,1|2,mixed,1,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,5e-06,2e-05,3.174238372594118e-06,1.4703677739430543,9,5,4,True,strong,source_affine_branch,False,True,0.05609506603441055,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,4,2,1|2,mixed,1,0.0,0.0,0.0,0.0,expected_zero_independently_supported,5,2.5e-06,4e-05,0.0,0.0,9,5,4,True,strong,source_affine_branch,True,True,0.0,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. UMAT_PCLK.for lines 92-112: DDSDDE is built from EMOD=PROPS(1) and ENU=PROPS(2), then STRESS(K2)=STRESS(K2)+DDSDDE(K2,K1)*DSTRAN(K1) is applied before SMISES and the yield test. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
2,inelastic,1,2,1|1,repeated,2,-12632571.032442875,-0.05263571263517865,-12632571.030735016,-0.05263571262806256,resolved,6,2.5e-06,8e-05,0.005431555211544037,8.599287030849184e-10,9,6,3,True,none,,False,False,301039182965.58813,,0.0017078593373298645,1.3519491267253885e-10,12.632571030735015,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 8.60e-10 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,2,2,1|1,repeated,2,-12022165.687480252,-0.05009235703116772,-12022165.6875097,-0.05009235703129042,resolved,6,2.5e-06,8e-05,0.020213009789586067,3.3626237260373404e-09,9,6,3,True,none,,False,False,2732095031959.737,,2.944841980934143e-05,2.4495103939497812e-12,12.0221656875097,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 3.36e-09 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,3,2,1|1,repeated,2,24654736.719923124,0.10272806966634634,24654736.71972531,0.10272806966552213,resolved,6,2.5e-06,8e-05,0.021048231050372124,1.7074391253614353e-09,9,6,3,True,none,,False,False,1505405429153.8691,,0.00019781291484832764,8.023322945893196e-12,24.65473671972531,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 1.71e-09 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,4,2,1|1,repeated,2,2297504.504403923,0.009572935435016345,2297504.5044177864,0.00957293543507411,resolved,6,2.5e-06,8e-05,0.0023696953430771828,2.062842826658736e-09,9,6,3,True,none,,False,False,2569865318837.217,,1.3863202184438705e-05,6.034026117372857e-12,2.297504504417786,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 2.06e-09 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,1,3,1|1|1,repeated,6,22587327245.69626,0.09411386352373442,22587327660.390625,0.09411386525162761,resolved,6,2.5e-06,8e-05,13551.5146484375,1.1999219077342716e-06,9,6,3,True,none,,False,False,301039182965.58813,,414.6943664550781,1.835960290168768e-08,54206.05859375,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 1.20e-06 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,2,3,1|1|1,repeated,6,10555490611.365192,0.04398121088068831,10555490568.320312,0.043981210701334636,resolved,6,2.5e-06,8e-05,26566.248046875,5.033635883604881e-06,9,6,3,True,none,,False,False,2732095031959.737,,43.04487991333008,4.077961098512902e-09,106264.9921875,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 5.03e-06 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,3,3,1|1|1,repeated,6,-33142817857.061428,-0.13809507440442262,-33142817475.539062,-0.1380950728147461,resolved,6,2.5e-06,8e-05,12995.202880859375,7.841942158629355e-07,9,6,3,True,none,,False,False,1505405429153.8691,,381.52236557006836,1.1511464462900584e-08,51980.8115234375,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 7.84e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,4,3,1|1|1,repeated,6,-2737337505.3825912,-0.011405572939094132,-2737337470.0,-0.011405572791666669,resolved,6,2.5e-06,8e-05,2463.375244140625,1.7998330648947169e-06,9,6,3,True,none,,False,False,2569865318837.217,,35.382591247558594,1.2925914921099806e-08,9853.5009765625,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 1.80e-06 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,1,4,1|1|1|1,repeated,24,-48764580016206.625,-0.20318575006752765,-48764592542816.0,-0.20318580226173338,resolved,6,2.5e-06,8e-05,5154990592.0,0.00021142350722909642,9,6,3,True,none,,False,False,301039182965.58813,,12526609.375,2.568791970116732e-07,20619962368.0,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 2.11e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,2,4,1|1|1|1,repeated,24,-6266027661366.242,-0.02610844858902601,-6266026446336.0,-0.026108443526400005,resolved,6,2.5e-06,8e-05,1109182660.0,0.00035403063472500473,9,6,3,True,none,,False,False,2732095031959.737,,1215030.2421875,1.9390761475288338e-07,4436730640.0,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 3.54e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,3,4,1|1|1|1,repeated,24,55030607677572.83,0.22929419865655348,55030607261696.0,0.22929419692373337,resolved,6,2.5e-06,8e-05,783810560.0,2.8486349651662687e-05,9,6,3,True,none,,False,False,1505405429153.8691,,415876.828125,7.557191330768226e-09,3135242240.0,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 2.85e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,4,4,1|1|1|1,repeated,24,3839727091227.5933,0.015998862880114973,3839726972928.0,0.015998862387200004,resolved,6,2.5e-06,8e-05,109838336.0,5.721153445253547e-05,9,6,3,True,none,,False,False,2569865318837.217,,118299.59326171875,3.0809376316542865e-08,439353344.0,True,True,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 5.72e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
2,inelastic,1,3,1|1|2,mixed,2,10555490611.365208,0.04398121088068837,10555490613.29699,0.04398121088873746,resolved,5,2.5e-06,4e-05,1285.8140869140625,2.436294311690815e-07,9,5,4,True,none,,False,False,301039182965.58813,,1.9317817687988281,1.8301203038021927e-10,10555.490613296988,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 2.44e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,2,3,1|1|2,mixed,2,-9907493251.520851,-0.04128122188133688,-9907493247.605906,-0.04128122186502461,resolved,5,2.5e-06,4e-05,3664.476474761963,7.397383744162459e-07,9,5,4,True,none,,False,False,7525422172725.473,,3.914945602416992,3.951499642316707e-10,14657.905899047852,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 7.40e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
